6,5.17E-05,9.21E-05,0,0
7,0.00010791,0.00024875,0,0
8,0.00018625,0.00042338,0,0
9,0.0002855,0.00052784,0,0
10,0.00084961,0.00146709,0,0
11,0.00109074,0.00123679,0,0
12,0.0025745,0.00235308,0,0
13,0.00289801,0.00988544,0,0
14,0.00491041,0.01492228,0,0
15,0.00911944,0.01515713,0,0
16,0.01834667,0.04251651,0,0
17,0.04373658,0.04934283,0,0
18,0.03637846,0.08792823,0,0
19,0.0860737,0.14714833,0,0
20,0.05657944,0.7350061,0,0
21,0.26749465,1.42678419,0,0
22,0.465971,0.87107489,0,0
23,0.5485907,1.9742934,0,0
24,1.2609004,5.1882129,0,0
25,2.5061787,9.6134293,0,0
26,2.2116326,1.63320251,0,0
27,6.5167884,9.721215,0,0
28,17.3780993,18.556441,0,0
29,18.03877,10.68285551,0,0
30,26.243141,9.043355556,0,10
31,20.189837,30.01095667,0,10
32,49.60897,22.77342889,0,15
33,54.39989,59.551795,0,20
34,96.16704,22.16322143,0,25
35,84.4551,36.28251,15,30
36,96.191225,108.4953157,20,35
37,64.85498333,62.22608,45,40
38,197.3404,93.227072,50,50
39,259.559,81.3587,90,55
40,117.3987333,89.953725,75,60
41,257.788,99.07065,90,90
